NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR
Victor Borkowski,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,184,2003
Edward Leeds,Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Deceased Characters,181,1964
Ultron,No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Heterosexual Characters,Deceased Characters,181,1968
Douglas Ramsey,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,181,1984
Quentin Beck,Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Heterosexual Characters,Living Characters,180,1964
Herbert Wyndham,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,179,1966
Julian Keller,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,179,2003
Jack Russell,Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Characters,Living Characters,178,1972
Celeste Cuckoo,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,177,2001
Valentina Allegra de Fontaine,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,176,1967
Ophelia Sarkissian,Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,175,1969
Colleen Wing,Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Heterosexual Characters,Living Characters,175,1974
Irma Cuckoo,Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,175,2001
Sebastian Shaw ,No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,174,1980
Phoebe Cuckoo,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,174,2001
Sage,Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,172,1980
Valeria Richards,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,171,2002
Donald Blake,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,170,1962
Hela,Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Characters,Deceased Characters,170,1964
Lilandra Neramani,No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,Heterosexual Characters,Deceased Characters,170,1976
Henry Gyrich,No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Heterosexual Characters,Living Characters,170,1977
Dwayne Taylor,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Deceased Characters,169,1989
Harold Hogan,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Deceased Characters,166,1963
Redwing,Public Identity,Good Characters,Yellow Eyes,,Male Characters,Heterosexual Characters,Living Characters,165,1969
Christopher Powell,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,165,1991
Harvey Elder,Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,164,1961
Wolfgang von Strucker,Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Heterosexual Characters,Deceased Characters,164,1964
Dirk Garthwaite,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,164,1968
Pip Gofern,Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Heterosexual Characters,Living Characters,163,1975
Tony Masters,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,163,1980
David Lieberman,Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual Characters,Deceased Characters,163,1987
James Hudson,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,161,1978
Miles Warren,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual Characters,Living Characters,160,1965
Kallark,Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Heterosexual Characters,Living Characters,160,1977
En Sabah Nur,Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual Characters,Deceased Characters,160,1986
Shiro Yoshida,Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,158,1970
Silver Sablinova,Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,Heterosexual Characters,Deceased Characters,158,1985
Elvin Haliday,Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Heterosexual Characters,Living Characters,158,1990
Calvin Zabo,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,157,1963
Frederick Myers,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,157,1966
Mantis,Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,156,1973
Marlene Alraune,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,156,1976
Rachel Leighton,Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,156,1985
Veranke,No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,Heterosexual Characters,Deceased Characters,156,2005
Nathaniel Essex,Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,155,1987
Anthony Druid,Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Heterosexual Characters,Deceased Characters,153,1961
Cassandra Lang,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Deceased Characters,153,1979
Beta Ray Bill,No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Heterosexual Characters,Living Characters,153,1983
Samuel Sterns,Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual Characters,Deceased Characters,152,1964
Leech,Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Heterosexual Characters,Living Characters,152,1984
Glenn Talbot,No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Deceased Characters,151,1964
Bug,Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,Heterosexual Characters,Living Characters,151,1979
Peter Petruski,Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual Characters,Living Characters,150,1963
Julie Power,Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Pansexual Characters,Living Characters,150,1984
Giuletta Nefaria,Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,149,1968
Robert Ralston,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Deceased Characters,148,1963
Maximus,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,147,1966
Genis-Vell,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Deceased Characters,147,1993
Hisako Ichiki,Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,147,2004
Dmitri Smerdyakov,Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Heterosexual Characters,Living Characters,146,1963
Eliot Franklin ,Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,146,1974
X-51,Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,146,1977
Madelyne Pryor,Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,146,1983
Adolf Hitler,No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Deceased Characters,145,1940
Herman Schultz,Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,145,1967
Noriko Ashida,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,145,2004
Chen Lu,Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual Characters,Living Characters,144,1963
Ulysses Klaw,Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,Heterosexual Characters,Deceased Characters,143,1966
Cessily Kincaid,Secret Identity,Good Characters,Silver Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,143,2003
Kyle Gibney,Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Deceased Characters,142,1983
Jack Monroe,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Deceased Characters,141,1953
Madeline Joyce,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual Characters,Deceased Characters,140,1943
George Tarleton,Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,140,1967
Jocasta,No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,Heterosexual Characters,Living Characters,140,1977
Peter Wisdom,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,140,1995
Jeffrey Mace,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Deceased Characters,139,1940
Aquaria Neptunia,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,139,1947
Dragon Man,No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,Heterosexual Characters,Living Characters,139,1965
Narya,Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,138,1979
Burglar,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Deceased Characters,137,1962
Dino Manelli,Public Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Characters,Deceased Characters,137,1963
Kaine Parker,Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,137,1994
Nightmare,Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,136,1963
Ronan,No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,136,1967
Thomas Halloway,Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual Characters,Living Characters,135,1939
Jasper Sitwell,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Deceased Characters,134,1966
Frank Payne,Secret Identity,Neutral Characters,,Bald,Male Characters,Heterosexual Characters,Living Characters,134,1977
Paladin,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,134,1978
Steel,Public Identity,Good Characters,,White Hair,Male Characters,Heterosexual Characters,Living Characters,134,1948
Mad Thinker,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,133,1963
Brian Calusky,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,133,1974
Arthur Maddicks,No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Heterosexual Characters,Living Characters,133,1986
Hedy Wolfe,No Dual Identity,Neutral Characters,Hazel Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,132,1944
Isadore Cohen,Public Identity,Good Characters,,,Male Characters,Heterosexual Characters,Living Characters,132,1963
Dormammu,No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Heterosexual Characters,Living Characters,132,1964
Makkari,Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Heterosexual Characters,Living Characters,131,1940
Marlo Chandler,Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,131,1988
Percival Pinkerton,Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual Characters,Deceased Characters,130,1964
Quintavius Quire,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,130,2003
Marla Madison,No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Characters,Deceased Characters,129,1976
Cletus Kasady,Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual Characters,Living Characters,129,1991
Supreme Intelligence,No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Male Characters,Heterosexual Characters,Living Characters,128,1967
Aragorn,No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual Characters,Living Characters,128,1968
Betty Dean,No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual Characters,Deceased Characters,127,1940
Karnilla,Secret Identity,Neutral Characters,Purple Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,127,1964
Jacqueline Falsworth,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,127,1976
Caliban,Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,Heterosexual Characters,Deceased Characters,127,1981
Isaac Christians,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,127,1981
Brock Rumlow,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,126,1989
Paul Norbert Ebersol,Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Deceased Characters,125,1966
Annihilus,No Dual Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Heterosexual Characters,Living Characters,125,1968
Red Sonja,Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Heterosexual Characters,Deceased Characters,125,1973
Jonathan Hart,Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,125,1976
